2.01711E+11,17,0A0B28BE015F75F46E5F996A6C0F01E5,1,yidf42s9gFiAWUyflbMhCBHsA8PU,11/1/2017 5:01,xz9jePPV,notalwaysworking.com,http%3A%2F%2Fnotalwaysworking.com%2F,,notalwaysworking.com,,,Test Flv,,,,,Curaçao,,,\N,,,,Personal Computer,Windows,7,,,Mozilla,Firefox,Small,,,,\N,,,,21,10421,197601,374356,296351,0,,PacingDeal02,,,,Late Fringe,1,0.009,US/Pacific,US/Pacific,296101,,"{""10056"":{""4"":[]"
2.01711E+11,17,0A0B28BE015F75F56A2C5572574B2445,1,yidf42s9qmSEfSjVN6NxRHIKrDoW,11/1/2017 5:02,xz9jePPV,notalwaysworking.com,http%3A%2F%2Fnotalwaysworking.com%2F,,notalwaysworking.com,,,Test Flv,,,,,Curaçao,,,\N,,,,Personal Computer,Windows,7,,,Mozilla,Firefox,Small,,,,\N,,,,21,10421,197601,374356,296351,0,,PacingDeal02,,,,Late Fringe,1,0.009,US/Pacific,US/Pacific,296101,,"{""10056"":{""4"":[]"
2.01711E+11,17,0A0B28BE015F75F6E40B298A7E50BD07,1,yidf42s94jNEzrMyDBRVKp47Nz0j,11/1/2017 5:03,xz9jePPV,notalwaysworking.com,http%3A%2F%2Fnotalwaysworking.com%2F,,notalwaysworking.com,,,Test Flv,,,,,Curaçao,,,\N,,,,Personal Computer,Windows,7,,,Mozilla,Firefox,Small,,,,\N,,,,21,10421,197601,374356,296351,0,,PacingDeal02,,,,Late Fringe,1,0.009,US/Pacific,US/Pacific,296101,,"{""10056"":{""4"":[]"
2.01711E+11,17,0A0B28BE015F75F7DFE7798750B35EC1,1,yidf42s9eES3bOgAkqp0utOVLOSc,11/1/2017 5:04,xz9jePPV,notalwaysworking.com,http%3A%2F%2Fnotalwaysworking.com%2F,,notalwaysworking.com,,,Test Flv,,,,,Curaçao,,,\N,,,,Personal Computer,Windows,7,,,Mozilla,Firefox,Small,,,,\N,,,,21,10421,197601,374356,296351,0,,PacingDeal02,,,,Late Fringe,1,0.009,US/Pacific,US/Pacific,296101,,"{""10056"":{""4"":[]"
2.01711E+11,17,0A0B28BE015F75F8712ED6D50BD2B836,1,yidf42s9B9AhAzDsLvEfdq9zwGSD,11/1/2017 5:05,xz9jePPV,notalwaysworking.com,http%3A%2F%2Fnotalwaysworking.com%2F,,notalwaysworking.com,,,Test Flv,,,,,Curaçao,,,\N,,,,Personal Computer,Windows,7,,,Mozilla,Firefox,Small,,,,\N,,,,21,10421,197601,374356,296351,0,,PacingDeal02,,,,Late Fringe,1,0.009,US/Pacific,US/Pacific,296101,,"{""10056"":{""4"":[]"
2.01711E+11,17,0A0B28BE015F75F9976D0DA371C036A5,1,yidf42s9sq91sWl43ShOPKYmhCWA,11/1/2017 5:06,xz9jePPV,notalwaysworking.com,http%3A%2F%2Fnotalwaysworking.com%2F,,notalwaysworking.com,,,Test Flv,,,,,Curaçao,,,\N,,,,Personal Computer,Windows,7,,,Mozilla,Firefox,Small,,,,\N,,,,21,10421,197601,374356,296351,0,,PacingDeal02,,,,Late Fringe,1,0.009,US/Pacific,US/Pacific,296101,,"{""10056"":{""4"":[]"
2.01711E+11,17,0A0B28BE015F75FB175608E02981ECBF,1,yidf42s92axfGonqyMzv1nbmarD7,11/1/2017 5:08,xz9jePPV,notalwaysworking.com,http%3A%2F%2Fnotalwaysworking.com%2F,,notalwaysworking.com,,,Test Flv,,,,,Curaçao,,,\N,,,,Personal Computer,Windows,7,,,Mozilla,Firefox,Small,,,,\N,,,,21,10421,197601,374356,296351,0,,PacingDeal02,,,,Late Fringe,1,0.009,US/Pacific,US/Pacific,296101,,"{""10056"":{""4"":[]"
2.01711E+11,17,0A0B28BE015F75FC90A5AB583DDDB166,1,yidf42s9lmdy6XgyBUeo0nIUveGh,11/1/2017 5:10,xz9jePPV,notalwaysworking.com,http%3A%2F%2Fnotalwaysworking.com%2F,,notalwaysworking.com,,,Test Flv,,,,,Curaçao,,,\N,,,,Personal Computer,Windows,7,,,Mozilla,Firefox,Small,,,,\N,,,,21,10421,197601,374356,296351,0,,PacingDeal02,,,,Late Fringe,1,0.009,US/Pacific,US/Pacific,296101,,"{""10056"":{""4"":[]"
2.01711E+11,17,0A0B28BE015F75FD0E65FDED1212769E,1,yidf42s9NRk0Tyuh6tyOmUS2cI8n,11/1/2017 5:10,xz9jePPV,notalwaysworking.com,http%3A%2F%2Fnotalwaysworking.com%2F,,notalwaysworking.com,,,Test Flv,,,,,Curaçao,,,\N,,,,Personal Computer,Windows,7,,,Mozilla,Firefox,Small,,,,\N,,,,21,10421,197601,374356,296351,0,,PacingDeal02,,,,Late Fringe,1,0.009,US/Pacific,US/Pacific,296101,,"{""10056"":{""4"":[]"
2.01711E+11,17,0A0B28BE015F75FE87EC970761B9664B,1,yidf42s9IlM4n79bBOy6aB3hzMWv,11/1/2017 5:12,xz9jePPV,notalwaysworking.com,http%3A%2F%2Fnotalwaysworking.com%2F,,notalwaysworking.com,,,Test Flv,,,,,Curaçao,,,\N,,,,Personal Computer,Windows,7,,,Mozilla,Firefox,Small,,,,\N,,,,21,10421,197601,374356,296351,0,,PacingDeal02,,,,Late Fringe,1,0.009,US/Pacific,US/Pacific,296101,,"{""10056"":{""4"":[]"
